geometry,locationdesc,locationdesc,age,geographiclevel,locationdesc,locationdesc,blv_rate,blv_standardized
POINT (-66.79 18.02),Guayanilla Municipality,Guayanilla Municipality,All ages,County,Guayanilla Municipality,Guayanilla Municipality,2.86,0.1867219917012447
POINT (-87.546685 38.30918),Gibson County,Gibson County,All ages,County,Gibson County,Gibson County,2.86,0.1867219917012447
POINT (-76.49082 41.470773),Sullivan County,Sullivan County,All ages,County,Sullivan County,Sullivan County,2.86,0.1867219917012447
POINT (-121.202594 45.536003),Wasco County,Wasco County,All ages,County,Wasco County,Wasco County,2.86,0.1867219917012447
POINT (-84.624466 39.743738),Preble County,Preble County,All ages,County,Preble County,Preble County,2.86,0.1867219917012447
POINT (-83.76028 40.120684),Champaign County,Champaign County,All ages,County,Champaign County,Champaign County,2.86,0.1867219917012447
POINT (-87.124217 39.469066),Clay County,Clay County,All ages,County,Clay County,Clay County,2.86,0.1867219917012447
POINT (-119.578336 48.446246),Okanogan County,Okanogan County,All ages,County,Okanogan County,Okanogan County,2.86,0.1867219917012447
POINT (-95.938601 36.729169),Washington County,Washington County,All ages,County,Washington County,Washington County,2.86,0.1867219917012447
POINT (-81.224735 29.523494),Flagler County,Flagler County,All ages,County,Flagler County,Flagler County,2.85,0.18257261410788378
POINT (-151.064475 60.292592),Kenai Peninsula Borough,Kenai Peninsula Borough,All ages,County,Kenai Peninsula Borough,Kenai Peninsula Borough,2.85,0.18257261410788378
POINT (-84.799493 37.635777),Boyle County,Boyle County,All ages,County,Boyle County,Boyle County,2.85,0.18257261410788378
POINT (-85.560947 36.553965),Clay County,Clay County,All ages,County,Clay County,Clay County,2.85,0.18257261410788378
POINT (-91.127194 45.448067),Rusk County,Rusk County,All ages,County,Rusk County,Rusk County,2.85,0.18257261410788378
POINT (-118.795661 39.473584),Churchill County,Churchill County,All ages,County,Churchill County,Churchill County,2.85,0.18257261410788378
POINT (-81.578482 31.827766),Liberty County,Liberty County,All ages,County,Liberty County,Liberty County,2.85,0.18257261410788378
POINT (-96.34254 41.845797),Burt County,Burt County,All ages,County,Burt County,Burt County,2.85,0.18257261410788378
POINT (-116.185221 46.48524),Clearwater County,Clearwater County,All ages,County,Clearwater County,Clearwater County,2.85,0.18257261410788378
POINT (-90.934028 30.248525),Ascension Parish,Ascension Parish,All ages,County,Ascension Parish,Ascension Parish,2.85,0.18257261410788378
POINT (-77.966785 38.267152),Orange County,Orange County,All ages,County,Orange County,Orange County,2.85,0.18257261410788378
POINT (-87.352951 36.551703),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,2.85,0.18257261410788378
POINT (-90.153175 29.945261),Jefferson Parish,Jefferson Parish,All ages,County,Jefferson Parish,Jefferson Parish,2.85,0.18257261410788378
POINT (-94.707937 39.104143),Wyandotte County,Wyandotte County,All ages,County,Wyandotte County,Wyandotte County,2.84,0.1784232365145227
POINT (-119.231547 36.251227),Tulare County,Tulare County,All ages,County,Tulare County,Tulare County,2.84,0.1784232365145227
POINT (-96.095018 33.085785),Hunt County,Hunt County,All ages,County,Hunt County,Hunt County,2.84,0.1784232365145227
POINT (-86.938972 34.815612),Limestone County,Limestone County,All ages,County,Limestone County,Limestone County,2.84,0.1784232365145227
POINT (-82.148595 34.204262),Greenwood County,Greenwood County,All ages,County,Greenwood County,Greenwood County,2.84,0.1784232365145227
POINT (-97.047964 29.409258),Lavaca County,Lavaca County,All ages,County,Lavaca County,Lavaca County,2.84,0.1784232365145227
POINT (-86.631962 41.282896),Starke County,Starke County,All ages,County,Starke County,Starke County,2.84,0.1784232365145227
POINT (-89.963901 44.478782),Wood County,Wood County,All ages,County,Wood County,Wood County,2.84,0.1784232365145227
POINT (-79.269399 33.453334),Georgetown County,Georgetown County,All ages,County,Georgetown County,Georgetown County,2.84,0.1784232365145227
POINT (-87.355853 35.2351),Lawrence County,Lawrence County,All ages,County,Lawrence County,Lawrence County,2.83,0.1742738589211618
POINT (-102.106662 32.002748),Midland County,Midland County,All ages,County,Midland County,Midland County,2.83,0.1742738589211618
POINT (-97.510552 35.519307),Oklahoma County,Oklahoma County,All ages,County,Oklahoma County,Oklahoma County,2.83,0.1742738589211618
POINT (-111.535578 46.302846),Broadwater County,Broadwater County,All ages,County,Broadwater County,Broadwater County,2.83,0.1742738589211618
POINT (-80.244395 27.1443),Martin County,Martin County,All ages,County,Martin County,Martin County,2.83,0.1742738589211618
POINT (-83.832287 39.927147),Clark County,Clark County,All ages,County,Clark County,Clark County,2.83,0.1742738589211618
POINT (-94.709635 41.006693),Adams County,Adams County,All ages,County,Adams County,Adams County,2.83,0.1742738589211618
POINT (-86.407539 41.987514),Berrien County,Berrien County,All ages,County,Berrien County,Berrien County,2.83,0.1742738589211618
POINT (-91.714756 32.441085),Richland Parish,Richland Parish,All ages,County,Richland Parish,Richland Parish,2.83,0.1742738589211618
POINT (-123.386809 42.404127),Josephine County,Josephine County,All ages,County,Josephine County,Josephine County,2.82,0.1701244813278007
POINT (-79.010484 40.031352),Somerset County,Somerset County,All ages,County,Somerset County,Somerset County,2.82,0.1701244813278007
POINT (-86.243797 32.346175),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,2.82,0.1701244813278007
POINT (-78.179261 38.925068),Warren County,Warren County,All ages,County,Warren County,Warren County,2.82,0.1701244813278007
POINT (-79.872569 38.869406),Randolph County,Randolph County,All ages,County,Randolph County,Randolph County,2.82,0.1701244813278007
POINT (-93.495631 39.410155),Carroll County,Carroll County,All ages,County,Carroll County,Carroll County,2.82,0.1701244813278007
POINT (-97.385273 38.047085),Harvey County,Harvey County,All ages,County,Harvey County,Harvey County,2.82,0.1701244813278007
POINT (-96.175947 33.561545),Fannin County,Fannin County,All ages,County,Fannin County,Fannin County,2.81,0.1659751037344398
POINT (-93.800831 32.472074),Caddo Parish,Caddo Parish,All ages,County,Caddo Parish,Caddo Parish,2.81,0.1659751037344398
POINT (-87.846106 45.221014),Marinette County,Marinette County,All ages,County,Marinette County,Marinette County,2.81,0.1659751037344398
POINT (-85.917039 37.746047),Hardin County,Hardin County,All ages,County,Hardin County,Hardin County,2.81,0.1659751037344398
POINT (-87.282053 31.088737),Escambia County,Escambia County,All ages,County,Escambia County,Escambia County,2.81,0.1659751037344398
POINT (-79.238649 41.851752),Warren County,Warren County,All ages,County,Warren County,Warren County,2.81,0.1659751037344398
POINT (-83.166093 33.549876),Greene County,Greene County,All ages,County,Greene County,Greene County,2.81,0.1659751037344398
POINT (-79.88204 35.338988),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,2.8,0.1618257261410787
POINT (-95.013496 29.424115),Galveston County,Galveston County,All ages,County,Galveston County,Galveston County,2.8,0.1618257261410787
POINT (-76.956571 35.519484),Beaufort County,Beaufort County,All ages,County,Beaufort County,Beaufort County,2.8,0.1618257261410787
POINT (-92.413067 45.833418),Burnett County,Burnett County,All ages,County,Burnett County,Burnett County,2.8,0.1618257261410787
POINT (-156.834047 58.735464),Bristol Bay Borough,Bristol Bay Borough,All ages,County,Bristol Bay Borough,Bristol Bay Borough,2.79,0.15767634854771778
POINT (-124.163088 41.791232),Del Norte County,Del Norte County,All ages,County,Del Norte County,Del Norte County,2.79,0.15767634854771778
POINT (-80.822153 27.272057),Okeechobee County,Okeechobee County,All ages,County,Okeechobee County,Okeechobee County,2.79,0.15767634854771778
POINT (-89.652867 39.772757),Sangamon County,Sangamon County,All ages,County,Sangamon County,Sangamon County,2.79,0.15767634854771778
POINT (-93.575859 40.418591),Mercer County,Mercer County,All ages,County,Mercer County,Mercer County,2.79,0.15767634854771778
POINT (-65.96 18.19),San Lorenzo Municipality,San Lorenzo Municipality,All ages,County,San Lorenzo Municipality,San Lorenzo Municipality,2.79,0.15767634854771778
POINT (-155.421895 19.672837),Hawaii County,Hawaii County,All ages,County,Hawaii County,Hawaii County,2.79,0.15767634854771778
POINT (-95.914798 36.105918),Tulsa County,Tulsa County,All ages,County,Tulsa County,Tulsa County,2.79,0.15767634854771778
POINT (-81.733663 31.778807),Long County,Long County,All ages,County,Long County,Long County,2.79,0.15767634854771778
POINT (-100.394216 37.292089),Meade County,Meade County,All ages,County,Meade County,Meade County,2.79,0.15767634854771778
POINT (-77.560538 37.135094),Dinwiddie County,Dinwiddie County,All ages,County,Dinwiddie County,Dinwiddie County,2.79,0.15767634854771778
POINT (-100.404194 40.607972),Frontier County,Frontier County,All ages,County,Frontier County,Frontier County,2.78,0.1535269709543567
POINT (-97.439988 35.832833),Logan County,Logan County,All ages,County,Logan County,Logan County,2.78,0.1535269709543567
POINT (-82.515759 40.05271),Licking County,Licking County,All ages,County,Licking County,Licking County,2.78,0.1535269709543567
POINT (-90.569863 34.222427),Coahoma County,Coahoma County,All ages,County,Coahoma County,Coahoma County,2.78,0.1535269709543567
POINT (-79.129455 40.616037),Indiana County,Indiana County,All ages,County,Indiana County,Indiana County,2.78,0.1535269709543567
POINT (-91.748715 37.942882),Phelps County,Phelps County,All ages,County,Phelps County,Phelps County,2.78,0.1535269709543567
POINT (-115.177085 47.636131),Sanders County,Sanders County,All ages,County,Sanders County,Sanders County,2.78,0.1535269709543567
POINT (-86.050587 40.308849),Tipton County,Tipton County,All ages,County,Tipton County,Tipton County,2.78,0.1535269709543567
POINT (-100.925261 39.098288),Logan County,Logan County,All ages,County,Logan County,Logan County,2.78,0.1535269709543567
POINT (-90.109256 31.555383),Lawrence County,Lawrence County,All ages,County,Lawrence County,Lawrence County,2.78,0.1535269709543567
POINT (-101.04619 39.38443),Thomas County,Thomas County,All ages,County,Thomas County,Thomas County,2.78,0.1535269709543567
POINT (-122.576588 48.206288),Island County,Island County,All ages,County,Island County,Island County,2.78,0.1535269709543567
POINT (-84.758026 31.760403),Randolph County,Randolph County,All ages,County,Randolph County,Randolph County,2.78,0.1535269709543567
POINT (-92.146652 40.448001),Scotland County,Scotland County,All ages,County,Scotland County,Scotland County,2.78,0.1535269709543567
POINT (-82.533261 32.167319),Montgomery County,Montgomery County,All ages,County,Montgomery County,Montgomery County,2.77,0.1493775933609958
POINT (-96.714139 40.274482),Gage County,Gage County,All ages,County,Gage County,Gage County,2.77,0.1493775933609958
POINT (-103.613697 39.173232),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,2.77,0.1493775933609958
POINT (-85.180571 43.288474),Montcalm County,Montcalm County,All ages,County,Montcalm County,Montcalm County,2.77,0.1493775933609958
POINT (-95.297792 32.326711),Smith County,Smith County,All ages,County,Smith County,Smith County,2.77,0.1493775933609958
POINT (-90.456276 31.550891),Lincoln County,Lincoln County,All ages,County,Lincoln County,Lincoln County,2.77,0.1493775933609958
POINT (-84.565986 35.125651),Polk County,Polk County,All ages,County,Polk County,Polk County,2.77,0.1493775933609958
POINT (-91.649082 40.085505),Lewis County,Lewis County,All ages,County,Lewis County,Lewis County,2.77,0.1493775933609958
POINT (-97.555355 44.01589),Miner County,Miner County,All ages,County,Miner County,Miner County,2.77,0.1493775933609958
POINT (-123.451968 48.094258),Clallam County,Clallam County,All ages,County,Clallam County,Clallam County,2.77,0.1493775933609958
POINT (-65.64 18.26),Ceiba Municipality,Ceiba Municipality,All ages,County,Ceiba Municipality,Ceiba Municipality,2.76,0.1452282157676347
POINT (-120.32853 37.971531),Tuolumne County,Tuolumne County,All ages,County,Tuolumne County,Tuolumne County,2.76,0.1452282157676347
POINT (-97.828854 31.239826),Coryell County,Coryell County,All ages,County,Coryell County,Coryell County,2.76,0.1452282157676347
POINT (-88.947076 39.851176),Macon County,Macon County,All ages,County,Macon County,Macon County,2.76,0.1452282157676347
POINT (-84.849691 37.785009),Mercer County,Mercer County,All ages,County,Mercer County,Mercer County,2.76,0.1452282157676347
POINT (-72.491252 43.545556),Windsor County,Windsor County,All ages,County,Windsor County,Windsor County,2.76,0.1452282157676347
POINT (-92.56630005299 38.635790776),Missouri,Missouri,All ages,State,Missouri,Missouri,2.76,0.1452282157676347
POINT (-96.83925 39.03865),Geary County,Geary County,All ages,County,Geary County,Geary County,2.76,0.1452282157676347
POINT (-80.071718 42.068053),Erie County,Erie County,All ages,County,Erie County,Erie County,2.75,0.1410788381742738
POINT (-81.245839 35.695409),Catawba County,Catawba County,All ages,County,Catawba County,Catawba County,2.75,0.1410788381742738
POINT (-101.711807 46.387962),Grant County,Grant County,All ages,County,Grant County,Grant County,2.75,0.1410788381742738
POINT (-98.149484 44.006288),Sanborn County,Sanborn County,All ages,County,Sanborn County,Sanborn County,2.75,0.1410788381742738
POINT (-120.955577 37.619147),Stanislaus County,Stanislaus County,All ages,County,Stanislaus County,Stanislaus County,2.75,0.1410788381742738
POINT (-86.685266 41.050592),Pulaski County,Pulaski County,All ages,County,Pulaski County,Pulaski County,2.75,0.1410788381742738
POINT (-78.301879 37.888175),Fluvanna County,Fluvanna County,All ages,County,Fluvanna County,Fluvanna County,2.75,0.1410788381742738
POINT (-90.669344 40.469472),McDonough County,McDonough County,All ages,County,McDonough County,McDonough County,2.75,0.1410788381742738
POINT (-75.087728 39.428284),Cumberland County,Cumberland County,All ages,County,Cumberland County,Cumberland County,2.75,0.1410788381742738
